timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
18.341,18.341,True,0.01999979019165039,1.1492269131538486,1.2,-0.05488197319469612,-0.055959359885822464,-0.0,0.4954641753999971,-0.37565221967909884,0.7974185110435014,1.5545063189448058,0.4909901121889202,True,,camera_link,odom,0.016,0.024,1.1451180268053038,1.1451180268053038,0.004108886348544782
18.374,18.374,True,0.021875,1.1504354782700177,1.2,-0.05530424744249318,-0.055850395530766477,-0.0,0.49468312138481013,-0.3764522801555591,0.7974185110435023,1.5539824593522158,0.4891754193024445,True,,camera_link,odom,0.015,0.011,1.1446957525575068,1.1446957525575068,0.0057397257125109125
18.406,18.406,True,0.02337512969970703,1.1479632143066527,1.2,-0.05464007524686987,-0.05332832759885281,-0.056874999999999995,0.49315733793247285,-0.37801432421826914,0.7962810110514474,1.5535048238949594,0.48740564969942074,True,,camera_link,odom,0.015,0.018,1.14535992475313,1.14535992475313,0.0026032895535226253
18.44,18.44,True,0.02313861846923828,1.14957432521446,1.2,-0.055038752517454714,-0.05590246098647034,-0.06077533721923828,0.4923929539730525,-0.3787946148963939,0.7951045076870117,1.5530575778432612,0.48562758659639893,True,,camera_link,odom,0.015,0.005,1.1449612474825452,1.1449612474825452,0.004613077731914661
18.473,18.473,True,0.022265052795410155,1.149062534924724,1.2,-0.05438056010167025,-0.05418478376918591,-0.060160408020019526,0.4908373307947699,-0.38037690674363317,0.7926796435057035,1.5526285957191523,0.4837870004728468,True,,camera_link,odom,0.014,0.011,1.1456194398983297,1.1456194398983297,0.003443095026394394
18.507,18.507,True,0.021672153472900392,1.1519905986655936,1.2,-0.05369514907604778,-0.05478367369872154,-0.0578891372680664,0.48930569233411,-0.38192730388908225,0.7903186526154209,1.552243140823869,0.48199219227054635,True,,camera_link,odom,0.014,0.019,1.1463048509239522,1.1463048509239522,0.005685747741641434
18.538,18.538,True,0.02157449722290039,1.152423365036853,1.2,-0.05405955364756165,-0.05166582764259953,-0.05634759902954102,0.4885562650244116,-0.3826832855144845,0.7891762852601686,1.5518881612069608,0.4801891826814784,True,,camera_link,odom,0.014,0.006,1.1459404463524383,1.1459404463524383,0.00648291868441464
18.575,18.575,True,0.020765113830566406,1.1512019119216312,1.2,-0.05349172732427854,-0.051205212282685625,-0.056093692779541016,0.4871053167286742,-0.3841419587477105,0.7869274594394866,1.5515543246511965,0.47832299090868735,True,,camera_link,odom,0.013,0.01,1.1465082726757214,1.1465082726757214,0.00469363924590982
18.605,18.605,True,0.020527076721191407,1.1525104661631993,1.2,-0.05284201709770553,-0.05256326924717812,-0.053989295959472654,0.48563841197464086,-0.38561006903191414,0.7847257996802186,1.5512612912146486,0.47650342454224004,True,,camera_link,odom,0.013,0.019,1.1471579829022944,1.1471579829022944,0.005352483260904872
18.636,18.636,True,0.020527076721191407,1.1525104661631993,1.2,-0.053169990351527474,-0.05116618378550694,-0.05337039947509766,0.4849040491707531,-0.38634266108183124,0.7836522027336241,1.550998799883236,0.4746757501837065,True,,camera_link,odom,0.013,0.007,1.1468300096484725,1.1468300096484725,0.005680456514726817
18.67,18.67,True,0.020465087890625,1.152823296614025,1.2,-0.05254473534652937,-0.05116618378550694,-0.05337039947509766,0.48345278545603854,-0.38778578180463713,0.781517386770151,1.5507603175327969,0.47278424435034394,True,,camera_link,odom,0.012,0.014,1.1474552646534706,1.1474552646534706,0.005368031960554465
18.702,18.702,True,0.0203125,1.1539955848773091,1.2,-0.05186499433820191,-0.05083235080527009,-0.053209228515625005,0.4820031923261711,-0.3892211070659016,0.7793857942258757,1.5505598886913436,0.47094020412329285,True,,camera_link,odom,0.012,0.021,1.148135005661798,1.148135005661798,0.005860579215511086
18.739,18.739,True,0.020154285430908202,1.154782588193574,1.2,-0.05216340837331601,-0.04957694548456228,-0.052812500000000005,0.48128856311762575,-0.3899264493076747,0.7783255769484859,1.5503900496939642,0.4690881505656935,True,,camera_link,odom,0.012,0.008,1.147836591626684,1.147836591626684,0.0069459965668901
18.773,18.773,True,0.020119953155517577,1.1553423965857395,1.2,-0.051543418268926056,-0.04873669590067552,-0.05240114212036133,0.47988095834900274,-0.3913113644700015,0.7762171905428334,1.5502470705925564,0.46717162621569785,True,,camera_link,odom,0.011,0.012,1.148456581731074,1.148456581731074,0.006885814854665551
18.804,18.804,True,0.019968605041503905,1.15617501012083,1.2,-0.05090067079280969,-0.048135003978080695,-0.052311878204345706,0.4784970493690607,-0.3926672571863763,0.7741229301519046,1.5501393716076994,0.4653034002555765,True,,camera_link,odom,0.011,0.021,1.1490993292071903,1.1490993292071903,0.007075680913639637
18.836,18.836,True,0.02067422866821289,1.1576942021202428,1.2,-0.051162265323716705,-0.04820748886708706,-0.0,0.477807903094884,-0.3933405067531148,0.7735998113735685,1.5500622910881978,0.46342725687851183,True,,camera_link,odom,0.011,0.009,1.1488377346762833,1.1488377346762833,0.008856467443959515
18.868,18.868,True,0.022672748565673827,1.1583928111109163,1.2,-0.050547558536877535,-0.04557427395443989,-0.053752994537353514,0.47646573129473285,-0.3946506907308605,0.7725247514908187,1.5500149045931058,0.4614860134649136,True,,camera_link,odom,0.01,0.016,1.1494524414631224,1.1494524414631224,0.008940369647793878
18.903,18.903,True,0.02296600341796875,1.159732379483927,1.2,-0.049985555191393916,-0.04473022351256467,-0.05894914627075195,0.4751769272074345,-0.3959038970546398,0.7702187471729325,1.5500000027732048,0.45959389367822745,True,,camera_link,odom,0.01,0.022,1.150014444808606,1.150014444808606,0.009717934675320894
18.967,18.967,True,0.022856903076171876,1.1601542728712924,1.2,-0.04978075030058893,-0.043277117626234166,-0.059711608886718746,0.4732995214438193,-0.39771869373315205,0.766643675289288,1.5500639646306371,0.45572829446341623,True,,camera_link,odom,0.009,0.017,1.150219249699411,1.150219249699411,0.00993502317188133
19.0,19.0,True,0.022856903076171876,1.1601542728712924,1.2,-0.05051087932232434,0.0,-0.059427947998046876,0.47298773138424044,-0.39801882344605666,0.7654522797272388,1.5501418692888447,0.45381257649003276,True,,camera_link,odom,0.009,0.024,1.1494891206776756,1.1494891206776756,0.010665152193616745
19.036,19.036,True,0.02296600341796875,1.159732379483927,1.2,-0.05161877832519646,0.0,-0.059427947998046876,0.47298773138424577,-0.3980188234460516,0.7630751618229551,1.5502503922424102,0.4518891366229766,True,,camera_link,odom,0.009,0.011,1.1483812216748035,1.1483812216748035,0.011351157809123436
19.07,19.07,True,0.02295684814453125,1.159722726254062,1.2,-0.05190699110024455,-0.043277117626234166,-0.059711608886718746,0.4723611245862039,-0.39861592259600964,0.7606923707000024,1.5503942200442242,0.44989936884308585,True,,camera_link,odom,0.008,0.018,1.1480930088997554,1.1480930088997554,0.011629717354306512
19.103,19.103,True,0.023185539245605468,1.1601971712660941,1.2,-0.051280581453273966,-0.04328789793776451,-0.059687805175781254,0.4711056176996228,-0.3998080223406551,0.7583043824344082,1.5505648824926648,0.4479603520100405,True,,camera_link,odom,0.008,0.023,1.148719418546726,1.148719418546726,0.011477752719368128
19.132,19.132,True,0.02313060760498047,1.1608216721639522,1.2,-0.05189311450381329,0.0,-0.06028240203857422,0.4707912573888426,-0.4001056156883835,0.7571046803690884,1.5507661344452903,0.44601371286243874,True,,camera_link,odom,0.008,0.012,1.1481068854961867,1.1481068854961867,0.012714786667765487
